#,course_id_name,day,group_number,course_type,course_year,end_time,lecturer_name,lesson_or_exercise,semester,start_time
261,סיבוכיות - 131111,ב,13111106,required,שנה ג,14:45,"ד""ר נוסבוים אסף",שיעור,קיץ,11:15
262,סיבוכיות - 131111,ד,13111101,required,שנה ג,16:45,"ד""ר ברקמן עמר",שיעור,א,15:15
263,סיבוכיות - 131111,ד,13111103,required,שנה ג,14:30,פרופ' חביב ישי,שיעור,ב,12:00
264,סיבוכיות - 131111,ד,13111104,required,שנה ג,18:00,פרופ' חביב ישי,שיעור,ב,15:30
265,סיבוכיות - 131111,ד,13111106,required,שנה ג,13:45,"ד""ר נוסבוים אסף",שיעור,קיץ,11:15
266,סיבוכיות - 131111,ה,13111102,required,שנה ג,16:45,"ד""ר ברקמן עמר",שיעור,ב,15:15
267,סיבוכיות - 131111,ה,13111103,required,שנה ג,17:45,פרופ' חביב ישי,שיעור,ב,16:15
268,סיבוכיות - 131111,ה,13111104,required,שנה ג,19:45,פרופ' חביב ישי,שיעור,ב,18:15
269,סיבוכיות - 131111,ה,13111105,required,שנה ג,15:45,"ד""ר קמה ליאור",שיעור,ב,13:15
270,סיבוכיות - 131111,ו,13111105,required,שנה ג,09:45,"ד""ר קמה ליאור",שיעור,ב,08:15
271,תורת ההנמקה - 111112,א,11111201,required,שנה א,10:45,"ד""ר סגל זף",שיעור,א,09:15
272,תורת ההנמקה - 111112,א,11111202,required,שנה א,10:45,גב' גל שרון,שיעור,א,08:15
273,תורת ההנמקה - 111112,א,11111204,required,שנה א,16:46,"ד""ר סגל זף",שיעור,א,14:15
274,תורת ההנמקה - 111112,ב,11111207,required,שנה א,11:45,גב' גניסלב דוברונסק אסנת,שיעור,ב,09:15
275,תורת ההנמקה - 111112,ג,11111203,required,שנה א,15:45,גב' גל שרון,שיעור,א,13:15
276,תורת ההנמקה - 111112,ה,11111201,required,שנה א,11:45,"ד""ר סגל זף",שיעור,א,09:15
277,תורת ההנמקה - 111112,ה,11111206,required,שנה א,18:45,פרופ' לב אריה,שיעור,א,16:15
